touch_id,user_id,touch_type,campaign_id,placement_id,creative_id,timestamp,start_param,data_source
t_000264,243,bot_start,cmp_000,pl_001,cr_004,2026-08-19 11:38:05.906590532,c_cmp_000_p_pl_001_cr_cr_004,synthetic
t_000266,244,lead,cmp_003,pl_009,cr_000,2026-08-28 04:52:03.203299168,c_cmp_003_p_pl_009_cr_cr_000,synthetic
t_000267,245,bot_start,cmp_000,pl_001,cr_004,2026-09-04 19:53:41.002800829,c_cmp_000_p_pl_001_cr_cr_004,synthetic
t_000270,246,click,cmp_003,pl_007,cr_003,2026-09-01 09:27:08.779428413,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000269,246,click,cmp_002,pl_002,cr_002,2026-09-01 23:44:54.693953927,c_cmp_002_p_pl_002_cr_cr_002,synthetic
t_000268,246,click,cmp_000,pl_004,cr_003,2026-09-04 11:45:55.375500804,c_cmp_000_p_pl_004_cr_cr_003,synthetic
t_000271,247,click,cmp_004,pl_003,cr_000,2026-08-28 15:42:50.448545344,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000272,248,click,cmp_000,pl_001,cr_004,2026-08-22 01:38:50.673276540,c_cmp_000_p_pl_001_cr_cr_004,synthetic
t_000273,249,click,cmp_004,pl_003,cr_000,2026-08-04 04:01:55.273317128,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000277,250,click,cmp_001,pl_006,cr_002,2026-08-31 05:40:26.760783104,c_cmp_001_p_pl_006_cr_cr_002,synthetic
t_000278,251,click,cmp_002,pl_002,cr_002,2026-09-05 02:35:39.769403572,c_cmp_002_p_pl_002_cr_cr_002,synthetic
t_000280,252,lead,cmp_001,pl_006,cr_002,2026-08-28 12:05:27.713811228,c_cmp_001_p_pl_006_cr_cr_002,synthetic
t_000279,252,click,cmp_003,pl_009,cr_000,2026-08-31 06:36:08.508755778,c_cmp_003_p_pl_009_cr_cr_000,synthetic
t_000281,252,click,cmp_003,pl_009,cr_000,2026-09-01 22:36:18.938653870,c_cmp_003_p_pl_009_cr_cr_000,synthetic
t_000282,253,click,cmp_002,pl_008,cr_001,2026-08-25 10:27:47.366553627,c_cmp_002_p_pl_008_cr_cr_001,synthetic
t_000285,254,click,cmp_002,pl_002,cr_002,2026-09-01 17:56:33.990216107,c_cmp_002_p_pl_002_cr_cr_002,synthetic
t_000283,254,click,cmp_002,pl_005,cr_004,2026-09-03 05:03:03.773100702,c_cmp_002_p_pl_005_cr_cr_004,synthetic
t_000284,254,click,cmp_002,pl_000,cr_000,2026-09-05 10:18:19.297559377,c_cmp_002_p_pl_000_cr_cr_000,synthetic
t_000286,255,click,cmp_003,pl_007,cr_003,2026-08-22 17:27:43.586815988,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000288,256,click,cmp_002,pl_000,cr_000,2026-08-04 01:05:20.107370842,c_cmp_002_p_pl_000_cr_cr_000,synthetic
t_000287,256,bot_start,cmp_004,pl_003,cr_000,2026-08-06 20:47:42.158827039,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000290,257,click,cmp_003,pl_009,cr_000,2026-08-19 13:33:16.823793108,c_cmp_003_p_pl_009_cr_cr_000,synthetic
t_000289,257,click,cmp_002,pl_008,cr_001,2026-08-22 23:39:18.273669837,c_cmp_002_p_pl_008_cr_cr_001,synthetic
t_000291,258,click,cmp_002,pl_008,cr_001,2026-08-08 18:45:40.134345705,c_cmp_002_p_pl_008_cr_cr_001,synthetic
t_000292,259,bot_start,cmp_002,pl_000,cr_000,2026-08-06 22:58:17.958803049,c_cmp_002_p_pl_000_cr_cr_000,synthetic
t_000295,260,bot_start,cmp_003,pl_007,cr_003,2026-08-10 23:32:43.672356870,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000296,261,bot_start,cmp_000,pl_001,cr_004,2026-08-31 15:07:46.090250363,c_cmp_000_p_pl_001_cr_cr_004,synthetic
t_000299,262,click,cmp_003,pl_009,cr_000,2026-08-04 11:58:02.456850113,c_cmp_003_p_pl_009_cr_cr_000,synthetic
t_000298,262,bot_start,cmp_000,pl_004,cr_003,2026-08-05 03:11:29.885707752,c_cmp_000_p_pl_004_cr_cr_003,synthetic
t_000297,262,lead,cmp_002,pl_002,cr_002,2026-08-06 18:38:52.166724624,c_cmp_002_p_pl_002_cr_cr_002,synthetic
t_000300,263,click,cmp_000,pl_001,cr_004,2026-08-18 12:39:52.882104748,c_cmp_000_p_pl_001_cr_cr_004,synthetic
t_000303,263,lead,cmp_002,pl_008,cr_001,2026-08-18 14:45:04.309739782,c_cmp_002_p_pl_008_cr_cr_001,synthetic
t_000301,263,click,cmp_001,pl_006,cr_002,2026-08-21 01:44:44.206114815,c_cmp_001_p_pl_006_cr_cr_002,synthetic
t_000302,263,click,cmp_004,pl_003,cr_000,2026-08-21 23:34:29.277670855,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000304,264,click,cmp_001,pl_006,cr_002,2026-08-30 08:16:09.285495961,c_cmp_001_p_pl_006_cr_cr_002,synthetic
t_000305,265,click,cmp_004,pl_003,cr_000,2026-08-05 22:29:25.579483706,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000306,265,click,cmp_004,pl_003,cr_000,2026-08-07 13:39:38.306151144,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000308,266,lead,cmp_002,pl_005,cr_004,2026-08-27 14:34:36.802311626,c_cmp_002_p_pl_005_cr_cr_004,synthetic
t_000307,266,click,cmp_003,pl_007,cr_003,2026-08-28 01:41:30.992946924,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000310,267,click,cmp_003,pl_009,cr_000,2026-08-27 02:07:03.222100264,c_cmp_003_p_pl_009_cr_cr_000,synthetic
t_000309,267,lead,cmp_001,pl_006,cr_002,2026-08-28 07:12:37.573236808,c_cmp_001_p_pl_006_cr_cr_002,synthetic
t_000311,268,click,cmp_003,pl_009,cr_000,2026-08-20 09:06:14.643431987,c_cmp_003_p_pl_009_cr_cr_000,synthetic
t_000313,269,click,cmp_003,pl_009,cr_000,2026-08-19 17:20:49.351130126,c_cmp_003_p_pl_009_cr_cr_000,synthetic
t_000314,269,click,cmp_004,pl_003,cr_000,2026-08-21 18:16:55.245389796,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000312,269,bot_start,cmp_001,pl_006,cr_002,2026-08-25 09:34:49.302078474,c_cmp_001_p_pl_006_cr_cr_002,synthetic
t_000316,270,bot_start,cmp_003,pl_007,cr_003,2026-09-01 05:26:27.454880233,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000318,270,click,cmp_004,pl_003,cr_000,2026-09-01 22:59:32.589555005,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000317,270,bot_start,cmp_002,pl_005,cr_004,2026-09-04 10:22:29.777210576,c_cmp_002_p_pl_005_cr_cr_004,synthetic
t_000321,271,click,cmp_003,pl_007,cr_003,2026-08-28 08:32:03.881642369,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000320,271,click,cmp_000,pl_004,cr_003,2026-08-28 14:14:48.212442158,c_cmp_000_p_pl_004_cr_cr_003,synthetic
t_000319,271,bot_start,cmp_000,pl_001,cr_004,2026-09-02 06:27:37.074886860,c_cmp_000_p_pl_001_cr_cr_004,synthetic
t_000323,272,click,cmp_000,pl_001,cr_004,2026-08-27 06:03:29.780579929,c_cmp_000_p_pl_001_cr_cr_004,synthetic
t_000322,272,bot_start,cmp_004,pl_003,cr_000,2026-08-30 05:05:19.221196067,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000324,273,click,cmp_004,pl_003,cr_000,2026-09-01 22:30:58.355813006,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000325,273,lead,cmp_000,pl_004,cr_003,2026-09-02 05:11:42.420150329,c_cmp_000_p_pl_004_cr_cr_003,synthetic
t_000326,274,bot_start,cmp_004,pl_003,cr_000,2026-08-26 05:57:52.426807708,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000327,274,click,cmp_002,pl_008,cr_001,2026-08-27 16:41:48.930245677,c_cmp_002_p_pl_008_cr_cr_001,synthetic
t_000328,274,click,cmp_001,pl_006,cr_002,2026-08-30 06:01:29.185618268,c_cmp_001_p_pl_006_cr_cr_002,synthetic
t_000329,275,lead,cmp_002,pl_002,cr_002,2026-08-10 22:46:51.850863004,c_cmp_002_p_pl_002_cr_cr_002,synthetic
t_000330,275,lead,cmp_003,pl_007,cr_003,2026-08-12 14:49:06.558809670,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000331,275,click,cmp_002,pl_002,cr_002,2026-08-31 13:46:06.175713993,c_cmp_002_p_pl_002_cr_cr_002,synthetic
t_000332,276,click,cmp_002,pl_000,cr_000,2026-08-12 03:18:01.983593998,c_cmp_002_p_pl_000_cr_cr_000,synthetic
t_000333,276,click,cmp_000,pl_001,cr_004,2026-08-13 00:15:39.609658464,c_cmp_000_p_pl_001_cr_cr_004,synthetic
t_000334,276,lead,cmp_003,pl_009,cr_000,2026-08-13 04:05:58.835286434,c_cmp_003_p_pl_009_cr_cr_000,synthetic
t_000335,277,bot_start,cmp_001,pl_006,cr_002,2026-08-17 08:59:27.868904147,c_cmp_001_p_pl_006_cr_cr_002,synthetic
t_000337,278,lead,cmp_004,pl_003,cr_000,2026-08-31 09:17:11.642738400,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000336,278,click,cmp_002,pl_008,cr_001,2026-09-01 01:22:31.141802230,c_cmp_002_p_pl_008_cr_cr_001,synthetic
t_000338,278,click,cmp_002,pl_005,cr_004,2026-09-01 15:33:48.797778950,c_cmp_002_p_pl_005_cr_cr_004,synthetic
t_000339,279,click,cmp_002,pl_002,cr_002,2026-08-06 08:43:55.757710024,c_cmp_002_p_pl_002_cr_cr_002,synthetic
t_000342,280,lead,cmp_000,pl_001,cr_004,2026-08-04 22:28:05.686893712,c_cmp_000_p_pl_001_cr_cr_004,synthetic
t_000341,280,click,cmp_004,pl_003,cr_000,2026-08-04 23:25:03.592507266,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000343,281,click,cmp_004,pl_003,cr_000,2026-08-10 14:09:22.726360644,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000345,282,click,cmp_002,pl_008,cr_001,2026-08-04 22:46:20.044445299,c_cmp_002_p_pl_008_cr_cr_001,synthetic
t_000344,282,bot_start,cmp_000,pl_001,cr_004,2026-08-07 23:26:28.351496082,c_cmp_000_p_pl_001_cr_cr_004,synthetic
t_000346,282,click,cmp_001,pl_006,cr_002,2026-08-08 16:48:07.800726498,c_cmp_001_p_pl_006_cr_cr_002,synthetic
t_000347,283,click,cmp_004,pl_003,cr_000,2026-09-05 13:15:17.289676905,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000348,283,bot_start,cmp_003,pl_007,cr_003,2026-09-06 23:32:04.718795742,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000350,284,click,cmp_003,pl_007,cr_003,2026-08-28 18:38:02.350013115,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000349,284,lead,cmp_003,pl_007,cr_003,2026-08-28 21:36:09.899830300,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000351,285,click,cmp_003,pl_009,cr_000,2026-08-23 09:11:20.956186892,c_cmp_003_p_pl_009_cr_cr_000,synthetic
t_000352,285,click,cmp_000,pl_004,cr_003,2026-08-26 17:49:14.200256511,c_cmp_000_p_pl_004_cr_cr_003,synthetic
t_000353,286,bot_start,cmp_003,pl_007,cr_003,2026-08-07 16:42:52.299119461,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000354,287,click,cmp_002,pl_005,cr_004,2026-08-12 10:40:20.003936315,c_cmp_002_p_pl_005_cr_cr_004,synthetic
t_000355,288,bot_start,cmp_002,pl_008,cr_001,2026-08-28 15:50:12.017418938,c_cmp_002_p_pl_008_cr_cr_001,synthetic
t_000356,288,bot_start,cmp_002,pl_008,cr_001,2026-08-30 02:09:31.804653417,c_cmp_002_p_pl_008_cr_cr_001,synthetic
t_000357,289,lead,cmp_000,pl_004,cr_003,2026-08-23 19:36:17.687674340,c_cmp_000_p_pl_004_cr_cr_003,synthetic
t_000358,289,click,cmp_001,pl_006,cr_002,2026-08-25 18:33:06.640222199,c_cmp_001_p_pl_006_cr_cr_002,synthetic
t_000362,290,click,cmp_003,pl_007,cr_003,2026-08-16 23:44:26.196012092,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000363,291,bot_start,cmp_004,pl_003,cr_000,2026-08-04 21:11:16.128905344,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000364,292,click,cmp_002,pl_002,cr_002,2026-09-03 17:11:44.434135013,c_cmp_002_p_pl_002_cr_cr_002,synthetic
t_000365,293,click,cmp_004,pl_003,cr_000,2026-08-19 23:29:35.072660083,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000366,294,bot_start,cmp_002,pl_002,cr_002,2026-08-04 18:46:23.047271137,c_cmp_002_p_pl_002_cr_cr_002,synthetic
t_000367,294,click,cmp_000,pl_001,cr_004,2026-08-04 19:41:36.131940083,c_cmp_000_p_pl_001_cr_cr_004,synthetic
t_000368,295,click,cmp_002,pl_008,cr_001,2026-08-04 09:24:33.985936694,c_cmp_002_p_pl_008_cr_cr_001,synthetic
t_000369,296,click,cmp_004,pl_003,cr_000,2026-08-29 02:19:20.732268026,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000370,296,click,cmp_000,pl_001,cr_004,2026-08-29 13:10:19.372302913,c_cmp_000_p_pl_001_cr_cr_004,synthetic
t_000372,297,bot_start,cmp_003,pl_009,cr_000,2026-08-16 07:41:32.608734352,c_cmp_003_p_pl_009_cr_cr_000,synthetic
t_000371,297,bot_start,cmp_001,pl_006,cr_002,2026-08-18 05:43:36.142175727,c_cmp_001_p_pl_006_cr_cr_002,synthetic
t_000373,297,click,cmp_004,pl_003,cr_000,2026-08-21 16:46:30.913361939,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000374,298,click,cmp_000,pl_004,cr_003,2026-08-19 14:10:11.215514770,c_cmp_000_p_pl_004_cr_cr_003,synthetic
t_000375,298,click,cmp_001,pl_006,cr_002,2026-08-22 13:51:12.170807914,c_cmp_001_p_pl_006_cr_cr_002,synthetic
t_000377,299,click,cmp_002,pl_008,cr_001,2026-08-18 02:31:05.913077328,c_cmp_002_p_pl_008_cr_cr_001,synthetic
t_000378,299,click,cmp_001,pl_006,cr_002,2026-08-20 14:04:46.799295378,c_cmp_001_p_pl_006_cr_cr_002,synthetic
t_000376,299,click,cmp_002,pl_008,cr_001,2026-08-21 14:18:45.826340335,c_cmp_002_p_pl_008_cr_cr_001,synthetic
t_000383,300,click,cmp_004,pl_003,cr_000,2026-09-04 12:41:21.984837598,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000384,301,bot_start,cmp_003,pl_009,cr_000,2026-08-26 07:55:50.725856930,c_cmp_003_p_pl_009_cr_cr_000,synthetic
t_000385,302,lead,cmp_001,pl_006,cr_002,2026-08-31 10:14:39.409469496,c_cmp_001_p_pl_006_cr_cr_002,synthetic
t_000386,302,click,cmp_002,pl_000,cr_000,2026-09-03 21:19:04.355601222,c_cmp_002_p_pl_000_cr_cr_000,synthetic
t_000387,303,click,cmp_000,pl_001,cr_004,2026-08-30 06:49:14.230366256,c_cmp_000_p_pl_001_cr_cr_004,synthetic
t_000388,303,click,cmp_004,pl_003,cr_000,2026-09-02 21:54:21.466260882,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000389,304,bot_start,cmp_003,pl_007,cr_003,2026-08-06 23:41:11.041732215,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000390,305,click,cmp_002,pl_008,cr_001,2026-08-25 05:00:47.342925184,c_cmp_002_p_pl_008_cr_cr_001,synthetic
t_000391,305,click,cmp_003,pl_009,cr_000,2026-08-26 07:20:30.725576696,c_cmp_003_p_pl_009_cr_cr_000,synthetic
t_000392,306,click,cmp_003,pl_007,cr_003,2026-09-04 23:23:52.246794125,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000393,307,click,cmp_002,pl_005,cr_004,2026-08-21 10:09:54.061935673,c_cmp_002_p_pl_005_cr_cr_004,synthetic
t_000394,307,click,cmp_002,pl_008,cr_001,2026-08-21 11:55:41.558574031,c_cmp_002_p_pl_008_cr_cr_001,synthetic
t_000395,308,click,cmp_000,pl_004,cr_003,2026-08-05 11:48:48.918027385,c_cmp_000_p_pl_004_cr_cr_003,synthetic
t_000396,308,bot_start,cmp_002,pl_008,cr_001,2026-08-07 00:49:30.614147808,c_cmp_002_p_pl_008_cr_cr_001,synthetic
t_000397,309,bot_start,cmp_004,pl_003,cr_000,2026-08-30 09:10:20.017378705,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000399,310,bot_start,cmp_000,pl_001,cr_004,2026-08-31 02:13:33.964647466,c_cmp_000_p_pl_001_cr_cr_004,synthetic
t_000400,310,bot_start,cmp_003,pl_007,cr_003,2026-09-03 07:48:11.304453319,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000403,311,lead,cmp_002,pl_008,cr_001,2026-08-06 01:30:22.800177665,c_cmp_002_p_pl_008_cr_cr_001,synthetic
t_000402,311,click,cmp_000,pl_001,cr_004,2026-08-07 21:26:17.480440198,c_cmp_000_p_pl_001_cr_cr_004,synthetic
t_000401,311,click,cmp_000,pl_004,cr_003,2026-08-09 15:04:50.081910267,c_cmp_000_p_pl_004_cr_cr_003,synthetic
t_000404,312,click,cmp_004,pl_003,cr_000,2026-08-18 12:13:24.007610703,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000405,313,lead,cmp_004,pl_003,cr_000,2026-08-04 17:19:26.659104984,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000406,314,lead,cmp_003,pl_007,cr_003,2026-08-25 04:48:35.374542456,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000407,314,bot_start,cmp_002,pl_002,cr_002,2026-08-25 14:24:46.248130679,c_cmp_002_p_pl_002_cr_cr_002,synthetic
t_000408,315,bot_start,cmp_002,pl_000,cr_000,2026-08-16 19:47:49.051997688,c_cmp_002_p_pl_000_cr_cr_000,synthetic
t_000409,315,click,cmp_003,pl_007,cr_003,2026-08-18 04:31:24.547437141,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000411,316,click,cmp_004,pl_003,cr_000,2026-08-10 19:40:10.188082239,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000412,316,bot_start,cmp_002,pl_005,cr_004,2026-08-11 18:39:10.263848047,c_cmp_002_p_pl_005_cr_cr_004,synthetic
t_000410,316,bot_start,cmp_004,pl_003,cr_000,2026-08-12 14:38:21.328328869,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000413,317,click,cmp_002,pl_008,cr_001,2026-08-28 21:49:38.721644095,c_cmp_002_p_pl_008_cr_cr_001,synthetic
t_000414,318,bot_start,cmp_004,pl_003,cr_000,2026-08-28 14:12:10.479862498,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000415,319,click,cmp_002,pl_005,cr_004,2026-08-04 03:51:07.999688392,c_cmp_002_p_pl_005_cr_cr_004,synthetic
t_000417,320,click,cmp_000,pl_001,cr_004,2026-08-04 04:00:00.338482596,c_cmp_000_p_pl_001_cr_cr_004,synthetic
t_000418,320,click,cmp_000,pl_004,cr_003,2026-08-04 19:28:55.404873344,c_cmp_000_p_pl_004_cr_cr_003,synthetic
t_000419,321,click,cmp_002,pl_002,cr_002,2026-08-04 22:07:31.944561530,c_cmp_002_p_pl_002_cr_cr_002,synthetic
t_000420,322,click,cmp_003,pl_009,cr_000,2026-08-26 17:01:35.752997321,c_cmp_003_p_pl_009_cr_cr_000,synthetic
t_000421,323,click,cmp_004,pl_003,cr_000,2026-08-04 01:46:38.583843087,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000422,324,click,cmp_002,pl_000,cr_000,2026-08-27 03:46:27.636407322,c_cmp_002_p_pl_000_cr_cr_000,synthetic
t_000424,324,click,cmp_003,pl_007,cr_003,2026-08-28 06:25:17.382703961,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000423,324,click,cmp_003,pl_009,cr_000,2026-08-28 09:34:55.230593552,c_cmp_003_p_pl_009_cr_cr_000,synthetic
t_000425,325,bot_start,cmp_000,pl_004,cr_003,2026-08-04 09:15:25.581014540,c_cmp_000_p_pl_004_cr_cr_003,synthetic
t_000427,326,bot_start,cmp_002,pl_002,cr_002,2026-09-02 13:08:10.880274242,c_cmp_002_p_pl_002_cr_cr_002,synthetic
t_000426,326,bot_start,cmp_000,pl_001,cr_004,2026-09-03 10:48:04.595054897,c_cmp_000_p_pl_001_cr_cr_004,synthetic
t_000429,327,bot_start,cmp_002,pl_002,cr_002,2026-09-02 01:32:53.645655436,c_cmp_002_p_pl_002_cr_cr_002,synthetic
t_000428,327,click,cmp_004,pl_003,cr_000,2026-09-04 03:32:47.161662126,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000430,328,bot_start,cmp_001,pl_006,cr_002,2026-08-31 10:46:53.672280099,c_cmp_001_p_pl_006_cr_cr_002,synthetic
t_000431,329,click,cmp_003,pl_007,cr_003,2026-08-06 13:03:12.869843119,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000433,330,click,cmp_000,pl_004,cr_003,2026-08-29 04:32:43.181600319,c_cmp_000_p_pl_004_cr_cr_003,synthetic
t_000434,331,bot_start,cmp_002,pl_005,cr_004,2026-08-05 18:02:54.926598384,c_cmp_002_p_pl_005_cr_cr_004,synthetic
t_000436,331,lead,cmp_003,pl_007,cr_003,2026-08-06 01:23:27.163501886,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000435,331,click,cmp_003,pl_009,cr_000,2026-08-08 17:18:37.851590931,c_cmp_003_p_pl_009_cr_cr_000,synthetic
t_000437,332,click,cmp_002,pl_005,cr_004,2026-08-10 14:31:00.303931115,c_cmp_002_p_pl_005_cr_cr_004,synthetic
t_000438,332,click,cmp_000,pl_004,cr_003,2026-08-11 03:53:07.678469956,c_cmp_000_p_pl_004_cr_cr_003,synthetic
t_000441,333,click,cmp_000,pl_001,cr_004,2026-08-04 02:20:12.159338420,c_cmp_000_p_pl_001_cr_cr_004,synthetic
t_000440,333,bot_start,cmp_002,pl_005,cr_004,2026-08-07 04:18:40.816199829,c_cmp_002_p_pl_005_cr_cr_004,synthetic
t_000439,333,lead,cmp_002,pl_002,cr_002,2026-08-07 06:21:07.596767792,c_cmp_002_p_pl_002_cr_cr_002,synthetic
t_000442,334,bot_start,cmp_004,pl_003,cr_000,2026-08-04 12:00:18.113700673,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000444,335,lead,cmp_002,pl_002,cr_002,2026-08-05 09:16:01.033151486,c_cmp_002_p_pl_002_cr_cr_002,synthetic
t_000443,335,click,cmp_003,pl_007,cr_003,2026-08-07 13:03:38.778491372,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000445,336,click,cmp_004,pl_003,cr_000,2026-08-04 07:16:36.659421228,c_cmp_004_p_pl_003_cr_cr_000,synthetic
t_000446,336,lead,cmp_002,pl_005,cr_004,2026-08-04 23:38:28.034596683,c_cmp_002_p_pl_005_cr_cr_004,synthetic
t_000447,336,click,cmp_002,pl_005,cr_004,2026-08-07 07:49:37.310794073,c_cmp_002_p_pl_005_cr_cr_004,synthetic
t_000448,337,click,cmp_003,pl_007,cr_003,2026-09-05 00:22:04.970799003,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000449,337,click,cmp_001,pl_006,cr_002,2026-09-06 23:39:17.361289756,c_cmp_001_p_pl_006_cr_cr_002,synthetic
t_000450,338,bot_start,cmp_003,pl_007,cr_003,2026-08-21 13:21:16.222847759,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000451,339,click,cmp_000,pl_001,cr_004,2026-08-07 09:57:10.199741252,c_cmp_000_p_pl_001_cr_cr_004,synthetic
t_000453,340,click,cmp_002,pl_000,cr_000,2026-08-25 02:44:53.949466386,c_cmp_002_p_pl_000_cr_cr_000,synthetic
t_000454,341,click,cmp_002,pl_000,cr_000,2026-08-19 01:21:36.346154247,c_cmp_002_p_pl_000_cr_cr_000,synthetic
t_000455,342,click,cmp_000,pl_004,cr_003,2026-08-07 02:29:35.724562574,c_cmp_000_p_pl_004_cr_cr_003,synthetic
t_000456,343,click,cmp_002,pl_008,cr_001,2026-08-26 10:07:21.407572460,c_cmp_002_p_pl_008_cr_cr_001,synthetic
t_000457,344,bot_start,cmp_002,pl_008,cr_001,2026-09-01 19:51:23.725236437,c_cmp_002_p_pl_008_cr_cr_001,synthetic
t_000460,345,click,cmp_002,pl_002,cr_002,2026-08-29 13:34:27.510326209,c_cmp_002_p_pl_002_cr_cr_002,synthetic
t_000458,345,click,cmp_002,pl_002,cr_002,2026-08-31 02:06:20.997757593,c_cmp_002_p_pl_002_cr_cr_002,synthetic
t_000459,345,click,cmp_003,pl_007,cr_003,2026-09-02 21:23:02.039170578,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000461,346,bot_start,cmp_001,pl_006,cr_002,2026-08-12 15:48:37.127685458,c_cmp_001_p_pl_006_cr_cr_002,synthetic
t_000462,346,click,cmp_003,pl_007,cr_003,2026-08-17 06:12:53.813845109,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000463,347,click,cmp_000,pl_001,cr_004,2026-09-04 19:42:19.675796013,c_cmp_000_p_pl_001_cr_cr_004,synthetic
t_000464,348,lead,cmp_002,pl_000,cr_000,2026-08-06 22:40:49.231228951,c_cmp_002_p_pl_000_cr_cr_000,synthetic
t_000465,349,lead,cmp_001,pl_006,cr_002,2026-09-09 01:23:05.285327219,c_cmp_001_p_pl_006_cr_cr_002,synthetic
t_000469,350,click,cmp_002,pl_005,cr_004,2026-08-31 10:48:40.153080450,c_cmp_002_p_pl_005_cr_cr_004,synthetic
t_000467,350,bot_start,cmp_002,pl_000,cr_000,2026-09-01 06:27:29.051537660,c_cmp_002_p_pl_000_cr_cr_000,synthetic
t_000468,350,click,cmp_002,pl_008,cr_001,2026-09-02 13:07:25.372703362,c_cmp_002_p_pl_008_cr_cr_001,synthetic
t_000471,351,click,cmp_000,pl_001,cr_004,2026-08-17 13:38:41.028466527,c_cmp_000_p_pl_001_cr_cr_004,synthetic
t_000470,351,lead,cmp_000,pl_001,cr_004,2026-08-17 22:30:05.464326961,c_cmp_000_p_pl_001_cr_cr_004,synthetic
t_000472,351,click,cmp_003,pl_007,cr_003,2026-08-18 12:57:09.101019306,c_cmp_003_p_pl_007_cr_cr_003,synthetic
t_000473,352,bot_start,cmp_003,pl_009,cr_000,2026-08-31 17:22:08.586277764,c_cmp_003_p_pl_009_cr_cr_000,synthetic
t_000474,352,bot_start,cmp_002,pl_008,cr_001,2026-09-01 14:39:47.505773797,c_cmp_002_p_pl_008_cr_cr_001,synthetic
t_000476,353,click,cmp_003,pl_009,cr_000,2026-08-17 14:28:53.979922992,c_cmp_003_p_pl_009_cr_cr_000,synthetic
t_000475,353,click,cmp_001,pl_006,cr_002,2026-08-21 00:09:46.001884330,c_cmp_001_p_pl_006_cr_cr_002,synthetic
t_000477,354,click,cmp_000,pl_004,cr_003,2026-08-30 04:12:07.386311955,c_cmp_000_p_pl_004_cr_cr_003,synthetic
t_000478,355,click,cmp_000,pl_004,cr_003,2026-08-27 15:02:27.726318286,c_cmp_000_p_pl_004_cr_cr_003,synthetic
t_000479,355,click,cmp_002,pl_008,cr_001,2026-08-28 20:58:59.758414520,c_cmp_002_p_pl_008_cr_cr_001,synthetic
